"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"A3",2016,13000,"Automatic",45188,"Diesel",20,72.4,1.6
"Octavia",2019,15995,"Manual",11200,"Petrol",150,52.3,1.5
"Astra",2017,7890,"Manual",41922,"Petrol",125,52.3,1.4
"Aygo",2017,7000,"Manual",12863,"Petrol",0,69,1
"Avensis",2016,8420,"Manual",41257,"Diesel",20,67.3,1.6
"Aygo",2018,8202,"Manual",10987,"Petrol",145,69,1
"A5",2017,23490,"Automatic",35220,"Petrol",145,48.7,2
"Corsa",2018,7408,"Manual",11253,"Petrol",145,55.4,1.4
"Adam",2018,9990,"Manual",5371,"Petrol",145,44.8,1.2
"Octavia",2018,12198,"Manual",11358,"Diesel",145,68.9,1.6
"A7",2015,21990,"Manual",47000,"Diesel",160,52.3,3
"Corsa",2017,8399,"Manual",12771,"Petrol",145,55.4,1.4
"Corsa",2019,9477,"Manual",4282,"Petrol",145,43.5,1.4
"Astra",2017,10995,"Manual",28467,"Petrol",125,51.4,1.4
"A1",2016,11000,"Manual",24689,"Petrol",0,67.3,1
"Aygo",2019,9995,"Semi-Auto",5933,"Petrol",145,56.5,1
"Grandland X",2019,17250,"Manual",2851,"Petrol",150,44.1,1.2
"Zafira",2015,9300,"Manual",26911,"Diesel",150,54.3,2
"Superb",2019,27990,"Semi-Auto",5091,"Petrol",145,38.2,2
"Aygo",2017,7332,"Manual",10073,"Petrol",145,69,1
"Mokka X",2019,15895,"Manual",10052,"Petrol",145,39.2,1.4
"Yaris",2019,12491,"Manual",5274,"Petrol",140,47.9,1.5
"A3",2018,18505,"Manual",5208,"Diesel",145,67.3,1.6
"Octavia",2018,18400,"Automatic",9705,"Diesel",150,57.7,2
"Yaris",2014,5795,"Manual",39000,"Petrol",30,58,1.3
"Scala",2019,14980,"Manual",4942,"Diesel",150,57.7,1.6
"Corsa",2019,10000,"Manual",6995,"Petrol",145,43.5,1.4
"GTC",2015,7498,"Manual",32584,"Petrol",160,47.1,1.4
"Aygo",2019,10495,"Manual",3000,"Petrol",145,57.7,1
"Mokka",2015,9183,"Manual",21658,"Petrol",165,44.8,1.4
"Q2",2019,21500,"Manual",1000,"Diesel",145,47.9,1.6
"C-HR",2017,19999,"Automatic",30234,"Hybrid",0,74.3,1.8
"Avensis",2017,12498,"Manual",24705,"Petrol",145,47.1,1.8
"Astra",2019,14999,"Manual",19,"Diesel",150,58.9,1.6
"A3",2018,21991,"Semi-Auto",14464,"Petrol",150,42.2,1.5
"Q3",2019,31000,"Automatic",4815,"Petrol",145,31.7,2
"A3",2013,9193,"Manual",103000,"Diesel",20,67.3,2
"Fabia",2016,6245,"Manual",14057,"Petrol",20,60.1,1
"Corsa",2019,9692,"Manual",4355,"Petrol",145,43.5,1.4
"Yeti Outdoor",2016,9495,"Manual",62147,"Petrol",125,51.4,1.2
"Zafira",2016,5492,"Manual",133000,"Diesel",125,57.7,2
"A6",2017,20875,"Semi-Auto",33000,"Diesel",150,61.4,2
"Superb",2018,17495,"Semi-Auto",5479,"Petrol",145,53.3,1.4
"Corsa",2016,6998,"Manual",27514,"Petrol",30,55.4,1.4
"Astra",2017,8183,"Manual",67490,"Diesel",20,72.4,1.6
"Yeti Outdoor",2017,12795,"Semi-Auto",21183,"Petrol",145,51.4,1.2
"Yaris",2012,4000,"Manual",78500,"Petrol",125,51.4,1.3
"Adam",2017,8499,"Manual",9647,"Petrol",125,53.3,1.2
"Aygo",2017,6995,"Manual",21588,"Petrol",145,69,1
"A3",2014,15490,"Automatic",24597,"Hybrid",0,188.3,1.4
"A6",2019,26970,"Automatic",6315,"Diesel",145,50.4,2
"Mokka X",2019,14698,"Semi-Auto",12103,"Petrol",150,37.2,1.4
"Corsa",2017,7500,"Manual",17400,"Petrol",150,55.4,1.4
"Q5",2019,33990,"Semi-Auto",4327,"Diesel",145,38.2,2
"A4",2016,11500,"Manual",45478,"Petrol",125,53.3,1.4
"A3",2014,8280,"Manual",81457,"Diesel",0,74.3,1.6
"Superb",2019,22390,"Manual",4531,"Petrol",150,42.2,1.5
"A3",2016,15879,"Manual",12067,"Petrol",20,60.1,1.4
"Crossland X",2019,10450,"Manual",17869,"Petrol",145,47.1,1.2
"C-HR",2017,14750,"Manual",16996,"Petrol",150,47.9,1.2
"A3",2016,9999,"Manual",33534,"Diesel",0,83.1,1.6
"Fabia",2017,10990,"Semi-Auto",27000,"Petrol",150,61.4,1
"Corolla",2019,20288,"Manual",4886,"Petrol",150,39.2,1.2
"Combo Life",2019,13998,"Manual",8087,"Diesel",150,53.3,1.5
"Aygo",2017,7450,"Manual",10512,"Petrol",150,68.9,1
"Corsa",2012,5220,"Manual",43000,"Petrol",125,51.4,1.2
"Astra",2016,7899,"Manual",31000,"Petrol",160,47.1,1.4
"A1",2019,21500,"Semi-Auto",100,"Petrol",145,44.8,1.5
"Q5",2018,31962,"Semi-Auto",17936,"Petrol",145,40.4,2
"Mokka",2017,11000,"Manual",28321,"Petrol",145,47.1,1.4
"Astra",2020,14990,"Manual",2500,"Petrol",145,54.3,1.2
"Superb",2018,14690,"Manual",13939,"Petrol",145,40.9,1.5
"A3",2020,28950,"Automatic",5500,"Diesel",150,44.1,2
"A5",2014,15770,"Automatic",53082,"Diesel",160,49.6,3
"Astra",2017,9298,"Manual",31012,"Petrol",125,51.4,1.4
"Insignia",2017,12699,"Manual",27726,"Diesel",145,53.3,2
"A3",2016,16100,"Semi-Auto",14510,"Petrol",30,58.9,1.4
"Q2",2019,22990,"Semi-Auto",18413,"Petrol",145,40.9,1.5
"Aygo",2017,7298,"Manual",16523,"Petrol",145,68.9,1
"Auris",2016,12998,"Automatic",30302,"Hybrid",0,78.5,1.8
"A3",2016,15699,"Manual",30154,"Diesel",20,65.7,2
"Q3",2020,32500,"Semi-Auto",3999,"Petrol",145,31.4,2
"Octavia",2016,9377,"Manual",30996,"Petrol",30,55.4,1.4
"Corsa",2015,9995,"Automatic",14500,"Petrol",145,47.9,1.4
"A1",2020,20999,"Manual",6000,"Petrol",150,47.9,1
"Astra",2019,9599,"Manual",17000,"Petrol",150,47.9,1.4
"Q5",2015,19995,"Semi-Auto",41000,"Diesel",200,47.1,2
"Yeti Outdoor",2017,12995,"Semi-Auto",18886,"Petrol",125,51.4,1.2
"Mokka X",2019,12699,"Manual",20070,"Petrol",145,39.2,1.4
"C-HR",2018,16690,"Manual",16429,"Petrol",145,6,1.2
"Aygo",2017,5999,"Manual",32512,"Petrol",0,69,1
"Aygo",2017,6200,"Manual",28664,"Petrol",0,69,1
"Astra",2016,10800,"Manual",22783,"Petrol",125,51.4,1.4
"A4",2016,18950,"Automatic",56000,"Diesel",125,60.1,3
"Yaris",2014,8475,"Automatic",51275,"Hybrid",0,80.7,1.5
"Octavia",2016,8990,"Manual",48574,"Diesel",0,74.3,1.6
"A6",2013,10962,"Manual",57062,"Diesel",125,57.6,2
"Q7",2019,47555,"Automatic",14495,"Diesel",145,32.8,3
"Astra",2017,11900,"Semi-Auto",7289,"Diesel",30,62.8,1.6
"Q3",2019,27990,"Manual",6000,"Petrol",145,39.8,1.5
"A6",2017,19655,"Semi-Auto",31605,"Diesel",145,57.6,2
"Zafira",2017,11130,"Manual",21924,"Petrol",200,41.5,1.4
"Superb",2019,21495,"Automatic",8814,"Petrol",145,41.5,1.5
"Yaris",2017,9995,"Manual",9662,"Petrol",150,58.9,1.5
"Superb",2019,26000,"Automatic",12246,"Petrol",150,30.1,2
"Auris",2014,10995,"Automatic",46714,"Hybrid",0,76.4,1.8
"Aygo",2018,7495,"Manual",27537,"Petrol",145,68.9,1
"Q7",2019,45000,"Automatic",1000,"Diesel",145,33.6,3
"Yaris",2017,10798,"Manual",5100,"Petrol",150,56.5,1.5
"Grandland X",2018,15995,"Automatic",7458,"Diesel",150,65.7,1.6
"Astra",2017,10190,"Manual",33089,"Petrol",145,50.4,1.4
"A4",2017,16998,"Manual",23191.7500335579,"Petrol",150,48.7,2
"Octavia",2011,6995,"Manual",83187,"Diesel",165,49.6,2
"Corsa",2016,7900,"Manual",16618,"Petrol",30,54.3,1.4
"Mokka",2016,9290,"Manual",17982,"Petrol",160,44.8,1.4
"Astra",2017,11991,"Manual",14689,"Diesel",145,76.3,1.6
"Mokka X",2019,11994,"Manual",13698,"Petrol",145,39.2,1.4
"Grandland X",2019,15967,"Manual",4968,"Petrol",150,44.1,1.2
"Q2",2018,16235,"Manual",5033,"Petrol",145,55.4,1
"A5",2019,26498,"Semi-Auto",270,"Petrol",145,40.4,2
"Yaris",2017,11650,"Manual",10000,"Petrol",145,56.5,1.5
"A4",2019,35888,"Automatic",5432,"Petrol",145,36.2,2
"Yeti Outdoor",2017,13990,"Semi-Auto",12913,"Petrol",125,51.4,1.2
"Q2",2019,23000,"Semi-Auto",1838,"Diesel",145,46.3,1.6
"Q2",2019,25499,"Semi-Auto",7897,"Diesel",145,47.9,2
"C-HR",2018,16990,"Automatic",8493,"Petrol",145,47.9,1.2
"Q2",2018,17990,"Manual",21110,"Petrol",150,55.4,1
"Astra",2020,16998,"Manual",10,"Petrol",145,54.3,1.2
"Aygo",2020,10740,"Semi-Auto",4568,"Petrol",145,56.5,1
"Q2",2018,20500,"Automatic",6734,"Diesel",145,46.3,1.6
"Karoq",2019,23700,"Automatic",3058,"Petrol",145,40.9,1.5
"C-HR",2017,13490,"Manual",25200,"Petrol",145,47.9,1.2
"A7",2016,19990,"Semi-Auto",27386,"Diesel",125,61.4,3
"Combo Life",2019,14990,"Manual",7300,"Petrol",145,42.2,1.2
"Yaris",2017,10990,"Automatic",9416,"Petrol",30,58,1.3
"Fabia",2017,8976,"Manual",42007,"Diesel",20,70.6,1.4
"Q3",2019,35888,"Semi-Auto",1856,"Diesel",145,45.6,2
"Corsa",2018,7945,"Manual",34309,"Petrol",145,54.3,1.4
"Mokka X",2017,12998,"Manual",17022,"Petrol",145,47.1,1.4
"Aygo",2015,5698,"Manual",25152,"Petrol",0,69,1
"Grandland X",2018,14999,"Manual",33566,"Diesel",145,56.5,1.5
"Octavia",2014,6800,"Manual",71000,"Diesel",0,74.3,1.6
"Grandland X",2019,18991,"Manual",11015,"Petrol",145,44.1,1.2
"Insignia",2016,9295,"Manual",15028,"Diesel",20,72.4,1.6
"A4",2016,12795,"Automatic",84790,"Diesel",30,65.7,2
"Q2",2017,21990,"Semi-Auto",28943,"Diesel",145,57.7,2
"Mokka",2014,6998,"Manual",42941,"Petrol",205,43.5,1.6
"RS6",2015,44950,"Automatic",24987,"Petrol",315,29.4,4
"Q2",2019,23990,"Manual",3000,"Diesel",145,49.6,1.6
"RAV4",2020,34995,"Automatic",8500,"Hybrid",135,49.6,2.5
"A1",2015,7490,"Manual",37000,"Diesel",0,80.7,1.6
"Insignia",2013,6321,"Automatic",90532,"Diesel",200,48.7,2
"Fabia",2018,9990,"Manual",14773,"Petrol",145,64.2,1
"A4",2019,27985,"Semi-Auto",7299,"Petrol",145,38.2,2
"Yaris",2018,12000,"Manual",14550,"Petrol",145,56.5,1.5
"Yaris",2017,13495,"Automatic",17264,"Hybrid",140,67.3,1.5
"Q3",2020,32444,"Semi-Auto",4432,"Petrol",145,31.4,2
"A4",2016,10799,"Manual",92064,"Diesel",20,70.6,2
"Meriva",2017,8480,"Manual",31500,"Petrol",150,47.9,1.4
"Grandland X",2018,15999,"Manual",12909,"Petrol",150,55.4,1.2
"Viva",2016,5489,"Manual",46539,"Petrol",20,62.8,1
"Astra",2020,15690,"Manual",100,"Petrol",145,54.3,1.2
"Astra",2012,4632,"Manual",63493,"Petrol",125,51.4,1.4
"Astra",2018,9948,"Manual",17005,"Petrol",150,52.3,1.4
"Corsa",2018,8995,"Manual",17880,"Petrol",145,54.3,1.4
"Adam",2016,6595,"Manual",19687,"Petrol",125,53.3,1.2
"Q3",2017,18000,"Manual",21849,"Petrol",145,49.6,1.4
"Q3",2019,28490,"Manual",10,"Diesel",145,42.8,2
"Fabia",2018,7995,"Manual",12640,"Petrol",145,57.7,1
"Tigra",2006,1795,"Manual",92000,"Petrol",265,36.7,1.8
"Yaris",2016,12675,"Automatic",18432,"Hybrid",0,86,1.5
"Insignia",2018,11758,"Manual",41657,"Petrol",150,47.1,1.5
"Mokka X",2017,12499,"Semi-Auto",19420,"Petrol",160,43.5,1.4
"Auris",2017,11495,"Automatic",27717,"Petrol",20,61.4,1.2
"Q5",2019,37995,"Semi-Auto",2712,"Diesel",145,38.2,2
"Fabia",2017,8990,"Manual",20794,"Petrol",20,60.1,1.2
"Q7",2019,41000,"Automatic",7476,"Diesel",145,33.2,3
"Mokka X",2019,14470,"Manual",7367,"Petrol",145,39.2,1.4
"Yeti Outdoor",2017,13495,"Semi-Auto",20930,"Petrol",145,51.4,1.2
"Aygo",2017,5799,"Manual",22010,"Petrol",145,69,1
"Insignia",2019,17911,"Manual",11064,"Diesel",145,54.3,2
"A3",2015,10977,"Manual",60000,"Diesel",20,68.9,2
"Fabia",2018,8895,"Manual",19997,"Petrol",150,64.2,1
"Crossland X",2019,14280,"Manual",6379,"Diesel",145,60.1,1.5
"Corsa",2018,7899,"Manual",15024,"Petrol",145,55.4,1.4
"Corsa",2016,7340,"Manual",25510,"Petrol",30,55.4,1.4
"Corsa",2019,11529,"Manual",3317,"Petrol",150,43.5,1.4
"Meriva",2008,2395,"Manual",54936,"Petrol",200,44.1,1.4
"Crossland X",2019,13798,"Manual",2750,"Petrol",145,47.1,1.2
"Zafira",2013,7799,"Manual",31226,"Diesel",30,62.8,2
"Mokka X",2017,10699,"Manual",23366,"Diesel",30,65.7,1.6
"Aygo",2017,7290,"Manual",10489,"Petrol",145,69,1
"Astra",2016,8698,"Manual",37535,"Diesel",0,76.3,1.6
"Octavia",2019,14995,"Semi-Auto",10925,"Diesel",150,70.6,1.6
"Auris",2015,10800,"Automatic",30754,"Hybrid",0,74.3,1.8
"Astra",2020,15960,"Manual",1950,"Petrol",145,54.3,1.2
"Corolla",2019,23500,"Automatic",6033,"Hybrid",135,78.5,1.8
"Q3",2018,25050,"Semi-Auto",10000,"Petrol",145,48.7,1.4
"Mokka X",2017,12495,"Semi-Auto",17141,"Petrol",145,43.5,1.4
"Astra",2016,8700,"Manual",21268,"Diesel",0,76.3,1.6
"Fabia",2018,9298,"Manual",9861,"Petrol",145,57.7,1
"Q3",2017,18450,"Manual",39087,"Diesel",145,56.5,2
"Q2",2019,24000,"Manual",4846,"Petrol",145,43.5,1.5
"A1",2016,11300,"Manual",12650,"Diesel",0,76.3,1.6
"A5",2019,31990,"Automatic",5000,"Petrol",145,37.7,2
"A3",2019,32400,"Semi-Auto",5904,"Petrol",145,34.5,2
"A5",2017,21481,"Semi-Auto",11070,"Diesel",145,67.3,2
"Zafira",2017,12298,"Automatic",10157,"Petrol",200,40.9,1.4
"Corsa",2019,10990,"Manual",100,"Petrol",145,43.5,1.4
"Corsa",2019,9798,"Manual",8506,"Petrol",150,43.5,1.4
"Q2",2019,23751,"Manual",3786,"Petrol",145,43.5,1.5
"C-HR",2018,21991,"Automatic",10977,"Hybrid",135,74.3,1.8
"A1",2013,9481,"Manual",18894,"Petrol",30,55.4,1.2
"Astra",2017,9999,"Manual",47000,"Petrol",145,51.4,1.4
"Adam",2016,7709,"Manual",9697,"Petrol",125,53.3,1.2
"Aygo",2017,8100,"Manual",14006,"Petrol",0,68.9,1
"A3",2016,13995,"Manual",36409,"Petrol",20,60.1,1.4
"Crossland X",2019,12500,"Manual",9844,"Petrol",150,44.8,1.2
"Corolla",2020,25998,"Automatic",5000,"Hybrid",140,53.3,2
"Fabia",2019,12998,"Manual",7770,"Petrol",145,60.1,1
"Grandland X",2019,15995,"Manual",3000,"Petrol",145,44.1,1.2
"Grandland X",2019,17991,"Manual",13248,"Petrol",150,44.1,1.2
"Corsa",2016,6895,"Manual",38388,"Petrol",30,55.4,1.4
"Yeti",2017,13750,"Manual",19956,"Diesel",145,62.8,2
"Yeti Outdoor",2017,13695,"Manual",56241,"Petrol",160,44.8,1.4
"Q2",2020,25990,"Manual",1500,"Petrol",145,43.5,1.5
"Aygo",2019,10691,"Semi-Auto",2048,"Petrol",150,56.5,1
"Insignia",2017,9899,"Manual",32235,"Petrol",125,50.4,1.4
"Octavia",2015,14577,"Manual",30959,"Diesel",30,62.8,2
"Citigo",2014,5995,"Manual",25801,"Petrol",0,67.3,1
"Corsa",2010,3995,"Manual",48444,"Petrol",125,53.3,1.2
"A4",2015,9399,"Manual",80973,"Diesel",20,68.9,2
"Octavia",2019,17990,"Automatic",7126,"Diesel",145,64.2,2
"Corsa",2019,10699,"Manual",3478,"Petrol",145,44.8,1.4
"GT86",2019,23998,"Semi-Auto",913,"Petrol",145,32.8,2
"A4",2017,19401,"Semi-Auto",25079,"Diesel",150,67.3,2
"Corsa",2017,7500,"Manual",20389,"Petrol",145,55.4,1.4
"Mokka X",2019,12999,"Manual",20507,"Petrol",145,39.2,1.4
"Astra",2019,18695,"Manual",439,"Petrol",145,46.3,1.4
"Superb",2018,13298,"Semi-Auto",55483,"Diesel",145,67.3,1.6
"Corsa",2018,9998,"Manual",4309,"Petrol",145,43.5,1.4
"Corsa",2019,9481,"Manual",8050,"Petrol",145,55.4,1.4
"RS4",2018,49990,"Semi-Auto",22767,"Petrol",145,32.1,2.9
"GT86",2019,23495,"Automatic",3934,"Petrol",145,32.8,2
"Astra",2016,8998,"Manual",36409,"Petrol",125,51.4,1.4
"A3",2017,19490,"Semi-Auto",17100,"Petrol",145,56.5,1.5
"Yaris",2016,9000,"Manual",12636,"Petrol",30,58,1.3
"Mokka",2016,9800,"Manual",29375,"Diesel",20,68.9,1.6
"Astra",2017,11495,"Manual",9621,"Petrol",145,51.4,1.4
"A1",2019,19995,"Semi-Auto",4300,"Petrol",150,45.6,1
"Insignia",2017,11491,"Automatic",14847,"Diesel",145,52.3,1.6
"A5",2016,17000,"Automatic",38895,"Diesel",125,58.9,2
"Corolla",2019,23395,"Automatic",6125,"Hybrid",135,78.5,1.8
"Q5",2019,50950,"Automatic",4000,"Diesel",145,34.5,3
"A4",2019,43541,"Semi-Auto",6339,"Diesel",150,39.2,1.57628733195589
"Astra",2016,10250,"Manual",34886,"Petrol",160,45.6,1.6
"A7",2017,37500,"Semi-Auto",25000,"Petrol",145,29.7,4
"Yaris",2015,10290,"Automatic",41830,"Hybrid",0,78,1.5
"Yaris",2019,15491,"Automatic",6113,"Petrol",145,47.9,1.5
"A6",2016,17000,"Automatic",77700,"Diesel",125,58.9,2
"A6",2016,16420,"Manual",52576,"Diesel",30,61.4,2
"Octavia",2016,12899,"Manual",49455,"Diesel",30,64.2,2
"Yaris",2011,4159,"Manual",70544,"Petrol",30,54.3,1.3
"A4",2019,26490,"Automatic",1000,"Diesel",145,47.9,2
"Insignia",2015,5792,"Manual",102000,"Diesel",0,74.3,1.6
"Q3",2017,19499,"Automatic",8646,"Petrol",150,47.9,1.4
"Corsa",2019,10990,"Manual",100,"Petrol",145,43.5,1.4
"Mokka",2014,8495,"Automatic",38563,"Petrol",205,41.5,1.4
"C-HR",2018,17995,"Manual",17214,"Petrol",145,47.1,1.2
"Mokka X",2017,12190,"Manual",31056,"Petrol",150,47.1,1.4
"Astra",2016,9000,"Manual",26964,"Petrol",20,64.2,1
"Astra",2017,8495,"Manual",17101,"Diesel",150,78.5,1.6
"Citigo",2016,5490,"Manual",41331,"Petrol",20,62.8,1
"Corsa",2018,9495,"Manual",6000,"Petrol",145,43.5,1.4
"Mokka X",2019,11998,"Manual",10917,"Petrol",145,39.2,1.4
"Aygo",2019,10991,"Manual",2365,"Petrol",145,57.7,1
"Corsa",2018,8346,"Manual",15693,"Petrol",145,43.5,1.4
"Superb",2018,17999,"Semi-Auto",16350,"Diesel",145,60.1,2
"A1",2015,10995,"Semi-Auto",50506,"Petrol",20,60.1,1.4
"Yeti Outdoor",2014,8999,"Semi-Auto",40784,"Petrol",160,44.8,1.2
"Q5",2017,38799,"Semi-Auto",20770,"Petrol",145,34,3
"Yaris",2018,12890,"Manual",9446,"Hybrid",140,67.3,1.5
"Zafira",2017,11699,"Manual",23698,"Diesel",145,62.8,1.6
"Crossland X",2019,11250,"Manual",12855,"Diesel",150,62.8,1.5
"Corsa",2016,6399,"Manual",33957,"Petrol",30,55.4,1.4
"Ampera",2015,12999,"Automatic",34461,"Electric",0,235.4,1.4
"Corsa",2019,9479,"Manual",7597,"Petrol",145,43.5,1.4
"Q7",2019,47990,"Automatic",3139,"Diesel",145,33.2,3
"Agila",2011,5499,"Automatic",19079,"Petrol",145,49.6,1.2
"A7",2018,39500,"Automatic",4000,"Diesel",145,38.2,3
"Q5",2016,19899,"Automatic",46113,"Diesel",200,47.1,2
"Astra",2017,10799,"Automatic",19728,"Diesel",125,61.4,1.6
"Yeti",2017,14440,"Semi-Auto",8809,"Petrol",150,51.4,1.2
"Fabia",2018,9650,"Manual",14076,"Petrol",145,64.2,1
"Q2",2019,21226,"Manual",10472,"Petrol",145,44.1,1
"Octavia",2017,14990,"Semi-Auto",18017,"Petrol",150,56.5,1.4
"A6",2017,24990,"Semi-Auto",34300,"Diesel",145,54.3,2
"Q3",2016,17498,"Manual",29602,"Diesel",145,52.3,2
"Astra",2019,9998,"Manual",15587,"Petrol",150,62.8,1
"Yaris",2016,11975,"Automatic",23330,"Hybrid",0,78,1.5
"Astra",2016,8698,"Manual",27122,"Petrol",20,64.2,1
"Aygo",2017,7295,"Manual",32000,"Petrol",150,68.9,1
"Corsa",2018,8500,"Manual",12032,"Petrol",150,55.4,1.4
"Corolla",2019,22250,"Automatic",10932,"Hybrid",135,78.5,1.8
"Yaris",2016,8998,"Manual",34302,"Petrol",30,55,1.3
"Verso",2011,6795,"Manual",47570,"Petrol",200,41.5,1.6
"A3",2019,22990,"Semi-Auto",9967,"Petrol",145,42.2,1.5
"Corsa",2016,5391,"Manual",29870,"Petrol",125,53.3,1.2
"Astra",2016,8703,"Manual",22500,"Petrol",125,51.4,1.4
"Q3",2020,33491,"Semi-Auto",4444,"Petrol",145,39.2,1.5
"Q3",2017,16500,"Manual",36102,"Petrol",145,49.6,1.4
"Q2",2017,17760,"Semi-Auto",24354,"Diesel",20,68.9,1.6
"A4",2016,11500,"Manual",56235,"Diesel",0,74.3,2
"Aygo",2017,7998,"Manual",11675,"Petrol",0,68.9,1
"Verso",2016,16700,"Automatic",9444,"Other",160,43.5,1.8
"Q7",2019,45251,"Semi-Auto",17003,"Diesel",150,32.8,3
"Q5",2019,35990,"Automatic",5000,"Diesel",145,38.2,2
"Yeti",2014,6700,"Manual",57801,"Diesel",30,61.4,1.6
"A1",2016,13995,"Manual",31031,"Petrol",30,56.5,1.4
"Q2",2019,26132,"Semi-Auto",5713,"Diesel",145,44.8,1.6
"Mokka",2014,8000,"Manual",38000,"Diesel",30,62.8,1.7
"RAV4",2019,32495,"Automatic",12740,"Hybrid",135,49.6,2.5
"Citigo",2017,6800,"Manual",9087,"Petrol",20,64.2,1
"Corsa",2020,10722,"Manual",3723,"Petrol",145,43.5,1.4
"A1",2016,12300,"Manual",37874,"Petrol",30,58.9,1.4
"Mokka X",2016,9234,"Manual",24711,"Diesel",30,65.7,1.6
"A3",2017,11991,"Manual",42753,"Petrol",20,62.8,1
"A5",2020,28888,"Semi-Auto",1500,"Diesel",145,51.4,2
"Yaris",2012,4494,"Manual",60000,"Petrol",30,58.9,1
"Q5",2019,38500,"Automatic",126,"Petrol",150,32.1,2
"A1",2016,11990,"Manual",14946,"Petrol",30,57.6,1.4
"Octavia",2016,10698,"Manual",26891,"Petrol",30,55.4,1.4
"Zafira",2016,9312,"Automatic",37344,"Petrol",235,39.2,1.4
"Aygo",2017,7195,"Manual",5600,"Petrol",145,69,1
"A1",2015,9799,"Manual",47620,"Petrol",0,67.3,1
"Octavia",2019,12999,"Manual",15881,"Diesel",145,68.9,1.6
"Corsa",2017,7991,"Manual",12954,"Petrol",30,54.3,1.4
"Q2",2020,26880,"Manual",3524,"Petrol",145,43.5,1.5
"A4",2018,20242,"Semi-Auto",13219,"Petrol",145,50.4,1.4
"Corsa",2017,7299,"Manual",26333,"Petrol",30,54.3,1.4
"Astra",2017,10945,"Automatic",22046,"Petrol",125,51.4,1.4
"Mokka",2015,8391,"Manual",42573,"Petrol",200,43.5,1.6
"Kodiaq",2019,29900,"Automatic",9904,"Diesel",150,49.6,2
"Octavia",2017,14999,"Semi-Auto",40741,"Diesel",125,58.9,2
"A1",2018,16999,"Manual",16911,"Petrol",150,51.4,1
"Corsa",2019,11529,"Manual",1744,"Petrol",145,43.5,1.4
"Yaris",2017,8499,"Manual",29271,"Petrol",30,58,1.3
"Adam",2016,7130,"Manual",23737,"Petrol",125,53.3,1.2
"Grandland X",2019,23994,"Automatic",2000,"Diesel",145,53.3,1.5
"Aygo",2019,9490,"Manual",1424,"Petrol",145,57.7,1
"Insignia",2017,14698,"Manual",24849,"Diesel",150,53.3,2
"Octavia",2018,11498,"Manual",33339,"Diesel",150,68.9,1.6
"Citigo",2016,7500,"Manual",9843,"Petrol",20,62.8,1
"Yaris",2020,14991,"Manual",3836,"Petrol",150,47.9,1.5
"Yeti Outdoor",2015,9370,"Semi-Auto",53719,"Petrol",125,51.4,1.2
"A3",2020,34991,"Semi-Auto",4432,"Petrol",150,34.5,2
"Astra",2016,8760,"Manual",15137,"Petrol",125,51.4,1.4
"Corsa",2017,6999,"Manual",22000,"Petrol",30,55.4,1.4
"Grandland X",2019,20994,"Manual",499,"Petrol",145,44.1,1.2
"Astra",2013,5470,"Manual",49208,"Petrol",160,44.8,1.6
"C-HR",2018,22995,"Automatic",26000,"Hybrid",140,74.3,1.8
"A3",2019,23240,"Manual",8480,"Diesel",145,51.4,1.6
"Mokka X",2019,13498,"Manual",5223,"Petrol",150,47.1,1.4
"Kodiaq",2018,25500,"Automatic",15598,"Petrol",150,38.2,2
"Aygo",2019,8295,"Manual",11065,"Petrol",145,56.5,1
"A5",2019,29400,"Semi-Auto",10654,"Petrol",150,39.8,2
"Q2",2019,22750,"Manual",7235,"Diesel",145,47.9,1.6
"Astra",2017,9495,"Manual",39000,"Diesel",145,74.3,1.6
"Mokka X",2018,11699,"Automatic",38270,"Petrol",145,43.5,1.4
"Q2",2019,21499,"Manual",2721,"Diesel",145,49.6,1.6
"A1",2017,12495,"Manual",17233,"Petrol",30,55.4,1.4
"Corsa",2013,5295,"Manual",12000,"Petrol",125,51.4,1.2
"Corsa",2019,10695,"Manual",8238,"Petrol",145,43.5,1.4
"Corsa",2019,9495,"Manual",5338,"Petrol",145,43.5,1.4
"Octavia",2017,16490,"Semi-Auto",36256,"Diesel",150,55.4,2
"Fabia",2020,12000,"Manual",1500,"Petrol",145,51.4,1
"Q3",2015,18200,"Automatic",34784,"Petrol",200,40.4,2
"Yaris",2017,9998,"Manual",15208,"Petrol",145,56.5,1.5
"Mokka X",2019,14900,"Manual",8581,"Petrol",145,39.2,1.4
"Fabia",2017,11500,"Semi-Auto",16942,"Petrol",150,61.4,1
"Yaris",2018,10690,"Manual",15582,"Petrol",145,58.9,1.5
"Corsa",2017,9271,"Automatic",24598,"Petrol",145,47.9,1.4
"Astra",2019,11798,"Manual",22324,"Petrol",145,51.4,1.4
"Astra",2016,9300,"Manual",44036,"Diesel",20,72.4,1.6
"A1",2017,14290,"Manual",19000,"Petrol",150,55.4,1.4
"Karoq",2019,23990,"Automatic",3853,"Petrol",150,40.9,1.5
"Karoq",2018,18990,"Manual",13037,"Petrol",145,51.4,1.5
"Yaris",2018,9580,"Manual",13552,"Petrol",145,65.7,1
"Octavia",2017,12695,"Manual",14208,"Petrol",145,58.9,1
"Meriva",2016,7990,"Manual",19142,"Diesel",30,64.2,1.6
"Crossland X",2019,13999,"Manual",2710,"Petrol",145,44.8,1.2
